zip,num_stations,num_incidents,incidents_to_stations_ratio,timestamp
37013,3,2.0,0.6666666666666666,Nov-21hr-34min
37072,2,2.0,1.0,Nov-21hr-34min
37076,1,2.0,2.0,Nov-21hr-34min
37080,1,0.0,0.0,Nov-21hr-34min
37115,2,2.0,1.0,Nov-21hr-34min
37138,1,0.0,0.0,Nov-21hr-34min
37203,2,4.0,2.0,Nov-21hr-34min
37204,1,0.0,0.0,Nov-21hr-34min
37205,2,0.0,0.0,Nov-21hr-34min
37206,2,2.0,1.0,Nov-21hr-34min
37207,3,4.0,1.3333333333333333,Nov-21hr-34min
37208,1,0.0,0.0,Nov-21hr-34min
37209,2,0.0,0.0,Nov-21hr-34min
37210,2,0.0,0.0,Nov-21hr-34min
37211,4,6.0,1.5,Nov-21hr-34min
37212,2,0.0,0.0,Nov-21hr-34min
37214,2,3.0,1.5,Nov-21hr-34min
37215,1,0.0,0.0,Nov-21hr-34min
37216,1,0.0,0.0,Nov-21hr-34min
37217,1,2.0,2.0,Nov-21hr-34min
37218,1,0.0,0.0,Nov-21hr-34min
37221,2,0.0,0.0,Nov-21hr-34min
37013,3,2.0,0.6666666666666666,Nov-21hr-39min
37072,2,2.0,1.0,Nov-21hr-39min
37076,1,2.0,2.0,Nov-21hr-39min
37080,1,0.0,0.0,Nov-21hr-39min
37115,2,2.0,1.0,Nov-21hr-39min
37138,1,0.0,0.0,Nov-21hr-39min
37203,2,4.0,2.0,Nov-21hr-39min
37204,1,0.0,0.0,Nov-21hr-39min
37205,2,0.0,0.0,Nov-21hr-39min
37206,2,2.0,1.0,Nov-21hr-39min
37207,3,4.0,1.3333333333333333,Nov-21hr-39min
37208,1,0.0,0.0,Nov-21hr-39min
37209,2,0.0,0.0,Nov-21hr-39min
37210,2,0.0,0.0,Nov-21hr-39min
37211,4,6.0,1.5,Nov-21hr-39min
37212,2,0.0,0.0,Nov-21hr-39min
37214,2,3.0,1.5,Nov-21hr-39min
37215,1,0.0,0.0,Nov-21hr-39min
37216,1,0.0,0.0,Nov-21hr-39min
37217,1,2.0,2.0,Nov-21hr-39min
37218,1,0.0,0.0,Nov-21hr-39min
37221,2,0.0,0.0,Nov-21hr-39min
37013,3,2.0,0.6666666666666666,Nov-21hr-44min
37072,2,2.0,1.0,Nov-21hr-44min
37076,1,2.0,2.0,Nov-21hr-44min
37080,1,0.0,0.0,Nov-21hr-44min
37115,2,2.0,1.0,Nov-21hr-44min
37138,1,0.0,0.0,Nov-21hr-44min
37203,2,4.0,2.0,Nov-21hr-44min
37204,1,0.0,0.0,Nov-21hr-44min
37205,2,0.0,0.0,Nov-21hr-44min
37206,2,2.0,1.0,Nov-21hr-44min
37207,3,4.0,1.3333333333333333,Nov-21hr-44min
37208,1,0.0,0.0,Nov-21hr-44min
37209,2,0.0,0.0,Nov-21hr-44min
37210,2,0.0,0.0,Nov-21hr-44min
37211,4,6.0,1.5,Nov-21hr-44min
37212,2,0.0,0.0,Nov-21hr-44min
37214,2,3.0,1.5,Nov-21hr-44min
37215,1,0.0,0.0,Nov-21hr-44min
37216,1,0.0,0.0,Nov-21hr-44min
37217,1,2.0,2.0,Nov-21hr-44min
37218,1,0.0,0.0,Nov-21hr-44min
37221,2,0.0,0.0,Nov-21hr-44min
37013,3,2.0,0.6666666666666666,Nov-21hr-50min
37072,2,2.0,1.0,Nov-21hr-50min
37076,1,2.0,2.0,Nov-21hr-50min
37080,1,0.0,0.0,Nov-21hr-50min
37115,2,2.0,1.0,Nov-21hr-50min
37138,1,0.0,0.0,Nov-21hr-50min
37203,2,4.0,2.0,Nov-21hr-50min
37204,1,0.0,0.0,Nov-21hr-50min
37205,2,0.0,0.0,Nov-21hr-50min
37206,2,2.0,1.0,Nov-21hr-50min
37207,3,4.0,1.3333333333333333,Nov-21hr-50min
37208,1,0.0,0.0,Nov-21hr-50min
37209,2,0.0,0.0,Nov-21hr-50min
37210,2,0.0,0.0,Nov-21hr-50min
37211,4,6.0,1.5,Nov-21hr-50min
37212,2,0.0,0.0,Nov-21hr-50min
37214,2,3.0,1.5,Nov-21hr-50min
37215,1,0.0,0.0,Nov-21hr-50min
37216,1,0.0,0.0,Nov-21hr-50min
37217,1,2.0,2.0,Nov-21hr-50min
37218,1,0.0,0.0,Nov-21hr-50min
37221,2,0.0,0.0,Nov-21hr-50min
37013,3,2.0,0.6666666666666666,Nov-21hr-55min
37072,2,2.0,1.0,Nov-21hr-55min
37076,1,2.0,2.0,Nov-21hr-55min
37080,1,0.0,0.0,Nov-21hr-55min
37115,2,2.0,1.0,Nov-21hr-55min
37138,1,0.0,0.0,Nov-21hr-55min
37203,2,4.0,2.0,Nov-21hr-55min
37204,1,0.0,0.0,Nov-21hr-55min
37205,2,0.0,0.0,Nov-21hr-55min
37206,2,2.0,1.0,Nov-21hr-55min
37207,3,4.0,1.3333333333333333,Nov-21hr-55min
37208,1,0.0,0.0,Nov-21hr-55min
37209,2,0.0,0.0,Nov-21hr-55min
37210,2,0.0,0.0,Nov-21hr-55min
37211,4,6.0,1.5,Nov-21hr-55min
37212,2,0.0,0.0,Nov-21hr-55min
37214,2,3.0,1.5,Nov-21hr-55min
37215,1,0.0,0.0,Nov-21hr-55min
37216,1,0.0,0.0,Nov-21hr-55min
37217,1,2.0,2.0,Nov-21hr-55min
37218,1,0.0,0.0,Nov-21hr-55min
37221,2,0.0,0.0,Nov-21hr-55min
37013,3,2.0,0.6666666666666666,Nov-22hr-01min
37072,2,2.0,1.0,Nov-22hr-01min
37076,1,2.0,2.0,Nov-22hr-01min
37080,1,0.0,0.0,Nov-22hr-01min
37115,2,2.0,1.0,Nov-22hr-01min
37138,1,0.0,0.0,Nov-22hr-01min
37203,2,4.0,2.0,Nov-22hr-01min
37204,1,0.0,0.0,Nov-22hr-01min
37205,2,0.0,0.0,Nov-22hr-01min
37206,2,2.0,1.0,Nov-22hr-01min
37207,3,4.0,1.3333333333333333,Nov-22hr-01min
37208,1,0.0,0.0,Nov-22hr-01min
37209,2,0.0,0.0,Nov-22hr-01min
37210,2,0.0,0.0,Nov-22hr-01min
37211,4,6.0,1.5,Nov-22hr-01min
37212,2,0.0,0.0,Nov-22hr-01min
37214,2,3.0,1.5,Nov-22hr-01min
37215,1,0.0,0.0,Nov-22hr-01min
37216,1,0.0,0.0,Nov-22hr-01min
37217,1,2.0,2.0,Nov-22hr-01min
37218,1,0.0,0.0,Nov-22hr-01min
37221,2,0.0,0.0,Nov-22hr-01min
37013,3,2.0,0.6666666666666666,Nov-22hr-06min
37072,2,2.0,1.0,Nov-22hr-06min
37076,1,2.0,2.0,Nov-22hr-06min
37080,1,0.0,0.0,Nov-22hr-06min
37115,2,2.0,1.0,Nov-22hr-06min
37138,1,0.0,0.0,Nov-22hr-06min
37203,2,4.0,2.0,Nov-22hr-06min
37204,1,0.0,0.0,Nov-22hr-06min
37205,2,0.0,0.0,Nov-22hr-06min
37206,2,2.0,1.0,Nov-22hr-06min
37207,3,4.0,1.3333333333333333,Nov-22hr-06min
37208,1,0.0,0.0,Nov-22hr-06min
37209,2,0.0,0.0,Nov-22hr-06min
37210,2,0.0,0.0,Nov-22hr-06min
37211,4,6.0,1.5,Nov-22hr-06min
37212,2,0.0,0.0,Nov-22hr-06min
37214,2,3.0,1.5,Nov-22hr-06min
37215,1,0.0,0.0,Nov-22hr-06min
37216,1,0.0,0.0,Nov-22hr-06min
37217,1,2.0,2.0,Nov-22hr-06min
37218,1,0.0,0.0,Nov-22hr-06min
37221,2,0.0,0.0,Nov-22hr-06min
37013,3,2.0,0.6666666666666666,Nov-22hr-11min
37072,2,2.0,1.0,Nov-22hr-11min
37076,1,2.0,2.0,Nov-22hr-11min
37080,1,0.0,0.0,Nov-22hr-11min
37115,2,2.0,1.0,Nov-22hr-11min
37138,1,0.0,0.0,Nov-22hr-11min
37203,2,4.0,2.0,Nov-22hr-11min
37204,1,0.0,0.0,Nov-22hr-11min
37205,2,0.0,0.0,Nov-22hr-11min
37206,2,2.0,1.0,Nov-22hr-11min
37207,3,4.0,1.3333333333333333,Nov-22hr-11min
37208,1,0.0,0.0,Nov-22hr-11min
37209,2,0.0,0.0,Nov-22hr-11min
37210,2,0.0,0.0,Nov-22hr-11min
37211,4,6.0,1.5,Nov-22hr-11min
37212,2,0.0,0.0,Nov-22hr-11min
37214,2,3.0,1.5,Nov-22hr-11min
37215,1,0.0,0.0,Nov-22hr-11min
37216,1,0.0,0.0,Nov-22hr-11min
37217,1,2.0,2.0,Nov-22hr-11min
37218,1,0.0,0.0,Nov-22hr-11min
37221,2,0.0,0.0,Nov-22hr-11min
37013,3,2.0,0.6666666666666666,Nov-22hr-17min
37072,2,2.0,1.0,Nov-22hr-17min
37076,1,2.0,2.0,Nov-22hr-17min
37080,1,0.0,0.0,Nov-22hr-17min
37115,2,2.0,1.0,Nov-22hr-17min
37138,1,0.0,0.0,Nov-22hr-17min
37203,2,4.0,2.0,Nov-22hr-17min
37204,1,0.0,0.0,Nov-22hr-17min
37205,2,0.0,0.0,Nov-22hr-17min
37206,2,2.0,1.0,Nov-22hr-17min
37207,3,4.0,1.3333333333333333,Nov-22hr-17min
37208,1,0.0,0.0,Nov-22hr-17min
37209,2,0.0,0.0,Nov-22hr-17min
37210,2,0.0,0.0,Nov-22hr-17min
37211,4,6.0,1.5,Nov-22hr-17min
37212,2,0.0,0.0,Nov-22hr-17min
37214,2,3.0,1.5,Nov-22hr-17min
37215,1,0.0,0.0,Nov-22hr-17min
37216,1,0.0,0.0,Nov-22hr-17min
37217,1,2.0,2.0,Nov-22hr-17min
37218,1,0.0,0.0,Nov-22hr-17min
37221,2,0.0,0.0,Nov-22hr-17min
37013,3,2.0,0.6666666666666666,Nov-22hr-22min
37072,2,2.0,1.0,Nov-22hr-22min
37076,1,2.0,2.0,Nov-22hr-22min
37080,1,0.0,0.0,Nov-22hr-22min
37115,2,2.0,1.0,Nov-22hr-22min
37138,1,0.0,0.0,Nov-22hr-22min
37203,2,4.0,2.0,Nov-22hr-22min
37204,1,0.0,0.0,Nov-22hr-22min
37205,2,0.0,0.0,Nov-22hr-22min
37206,2,2.0,1.0,Nov-22hr-22min
37207,3,4.0,1.3333333333333333,Nov-22hr-22min
37208,1,0.0,0.0,Nov-22hr-22min
37209,2,0.0,0.0,Nov-22hr-22min
37210,2,0.0,0.0,Nov-22hr-22min
37211,4,6.0,1.5,Nov-22hr-22min
37212,2,0.0,0.0,Nov-22hr-22min
37214,2,3.0,1.5,Nov-22hr-22min
37215,1,0.0,0.0,Nov-22hr-22min
37216,1,0.0,0.0,Nov-22hr-22min
37217,1,2.0,2.0,Nov-22hr-22min
37218,1,0.0,0.0,Nov-22hr-22min
37221,2,0.0,0.0,Nov-22hr-22min
